PF04624.15	DEC1
PF10657.10	RC-P840_PscD
PF02341.16	RcbX
PF06405.12	RCC_reductase
PF00415.19	RCC1
PF13540.7	RCC1_2
PF04078.14	Rcd1
PF15725.6	RCDG1
PF11776.9	RcnB
PF16971.6	RcpB
PF16976.6	RcpC
PF12273.9	RCR
PF07326.12	RCS1
PF09456.11	RcsC
PF05177.13	RCSD
PF16359.6	RcsD_ABL
PF16358.6	RcsF
PF14473.7	RD3
PF06271.13	RDD
PF09187.11	RdDM_RDM1
PF04381.13	RdgC
PF11002.9	RDM
PF05183.13	RdRP
PF00680.21	RdRP_1
PF00978.22	RdRP_2
PF00998.24	RdRP_3
PF02123.17	RdRP_4
PF07925.12	RdRP_5
PF09231.11	RDV-p3
PF10262.10	Rdx
PF09545.11	RE_AccI
PF09665.11	RE_Alw26IDE
PF09491.11	RE_AlwI
PF09499.11	RE_ApaLI
PF18062.2	RE_AspBHI_N
PF09549.11	RE_Bpu10I
PF18643.2	RE_BsaWI
PF09504.11	RE_Bsp6I
PF09552.11	RE_BstXI
PF09516.11	RE_CfrBI
PF09517.11	RE_Eco29kI
PF09553.11	RE_Eco47II
PF14511.7	RE_EcoO109I
PF09554.11	RE_HaeII
PF09556.11	RE_HaeIII
PF09518.11	RE_HindIII
PF09519.11	RE_HindVP
PF09561.11	RE_HpaII
PF09563.11	RE_LlaJI
PF09562.11	RE_LlaMI
PF09567.11	RE_MamI
PF09568.11	RE_MjaI
PF09564.11	RE_NgoBV
PF09565.11	RE_NgoFVII
PF09521.11	RE_NgoPII
PF09522.11	RE_R_Pab1
PF09566.11	RE_SacI
PF09569.11	RE_ScaI
PF09570.11	RE_SinI
PF09573.11	RE_TaqI
PF09520.11	RE_TdeIII
PF09572.11	RE_XamI
PF09571.11	RE_XcyI
PF16814.6	Read-through
PF11747.9	RebB
PF18501.2	REC1
PF17378.3	REC104
PF15165.7	REC114-like
PF00154.22	RecA
PF16786.6	RecA_dep_nuc
PF17946.2	RecC_C
PF01030.25	Recep_L_domain
PF11465.9	Receptor_2B4
PF11548.9	Receptor_IA-2
PF17190.5	RecG_N
PF17191.5	RecG_wedge
PF17768.2	RecJ_OB
PF02565.16	RecO_C
PF11967.9	RecO_N
PF13114.7	RecO_N_2
PF07508.14	Recombinase
PF16124.6	RecQ_Zn_bind
PF06959.12	RecQ5
PF02132.16	RecR
PF03837.15	RecT
PF03838.15	RecU
PF02631.17	RecX
PF07807.12	RED_C
PF07808.14	RED_N
PF07964.12	Red1
PF08534.11	Redoxin
PF14759.7	Reductase_C
PF02014.17	Reeler
PF05755.13	REF
PF07494.12	Reg_prop
PF10715.10	REGB_T4
PF18561.2	Regnase_1_C
PF11495.9	Regulator_TrmB
PF02010.16	REJ
PF04607.18	RelA_SpoT
PF03432.15	Relaxase
PF04221.13	RelB
PF16180.6	RelB_leu_zip
PF18506.2	RelB_N
PF16181.6	RelB_transactiv
PF06296.13	RelE
PF12606.9	RELT
PF03763.14	Remorin_C
PF03766.14	Remorin_N
PF07850.15	Renin_r
PF06043.12	Reo_P9
PF01664.17	Reo_sigma1
PF04582.13	Reo_sigmaC
PF17750.2	Reo_sigmaC_M
PF08978.11	Reoviridae_Vp9
PF00979.18	Reovirus_cap
PF06016.12	Reovirus_L2
PF05993.13	Reovirus_M2
PF07781.12	Reovirus_Mu2
PF01446.18	Rep_1
PF17873.2	Rep_1B
PF01719.18	Rep_2
PF01051.22	Rep_3
PF05797.12	Rep_4
PF08542.12	Rep_fac_C
PF08661.12	Rep_fac-A_3
PF08646.11	Rep_fac-A_C
PF08724.11	Rep_N
PF06926.12	Rep_Org_C
PF02486.20	Rep_trans
PF04057.13	Rep-A_N
PF04796.13	RepA_C
PF06970.12	RepA_N
PF16900.6	REPA_OB_2
PF08048.13	RepA1_leader
PF07506.12	RepB
PF16793.6	RepB_primase
PF10723.10	RepB-RCR_reg
PF06504.12	RepC
PF05732.12	RepL
PF13814.7	Replic_Relax
PF03090.18	Replicase
PF11423.9	Repressor_Mnt
PF01421.20	Reprolysin
PF13574.7	Reprolysin_2
PF13582.7	Reprolysin_3
PF13583.7	Reprolysin_4
PF13688.7	Reprolysin_5
PF14051.7	Requiem_N
PF03248.14	Rer1
PF08808.12	RES
PF05140.15	ResB
PF04851.16	ResIII
PF06954.12	Resistin
PF00239.22	Resolvase
PF14948.7	RESP18
PF00072.25	Response_reg
PF19192.1	Response_reg_2
PF11407.9	RestrictionMunI
PF11487.9	RestrictionSfiI
PF17756.2	RET_CLD1
PF17812.2	RET_CLD3
PF17813.2	RET_CLD4
PF18528.2	Ret2_MD
PF11891.9	RETICULATA-like
PF02453.18	Reticulon
PF15449.7	Retinal
PF04527.13	Retinin_C
PF02813.15	Retro_M
PF14223.7	Retrotran_gag_2
PF14244.7	Retrotran_gag_3
PF03732.18	Retrotrans_gag
PF00424.19	REV
PF16727.6	REV1_C
PF15969.6	RexA
PF15968.6	RexB
PF00472.21	RF-1
PF16658.6	RF3_C
PF11109.9	RFamide_26RFa
PF08519.13	RFC1
PF04506.14	Rft-1
PF02257.16	RFX_DNA_binding
PF04589.14	RFX1_trans_act
PF14621.7	RFX5_DNA_bdg
PF18326.2	RFX5_N
PF15289.7	RFXA_RFXANK_bdg
PF15151.7	RGCC
PF18370.2	RGI_lyase
PF10843.9	RGI1
PF06534.14	RGM_C
PF06535.13	RGM_N
PF03214.14	RGP
PF08737.11	Rgp1
PF05045.13	RgpF
PF00615.20	RGS
PF18148.2	RGS_DHEX
PF09128.12	RGS-like
PF16613.6	RGS12_us1
PF16611.6	RGS12_us2
PF16612.6	RGS12_usC
PF18515.2	Rh5
PF06134.12	RhaA
PF00974.19	Rhabdo_glycop
PF03342.14	Rhabdo_M1
PF04785.13	Rhabdo_M2
PF03397.15	Rhabdo_matrix
PF00945.19	Rhabdo_ncap
PF03216.14	Rhabdo_ncap_2
PF02484.16	Rhabdo_NV
PF05336.14	rhaM
PF11316.9	Rhamno_transf
PF06045.12	Rhamnogal_lyase
PF06379.13	RhaT
PF16179.6	RHD_dimer
PF00554.23	RHD_DNA_bind
PF05879.13	RHD3
PF09284.11	RhgB_N
PF01402.22	RHH_1
PF12651.8	RHH_3
PF13467.7	RHH_4
PF07878.12	RHH_5
PF16762.6	RHH_6
PF16777.6	RHH_7
PF17723.2	RHH_8
PF12721.8	RHIM
PF15319.7	RHINO
PF12300.9	RhlB
PF08912.12	Rho_Binding
PF02115.18	Rho_GDI
PF07498.13	Rho_N
PF07497.13	Rho_RNA_bind
PF00581.21	Rhodanese
PF12368.9	Rhodanese_C
PF11511.9	RhodobacterPufX
PF10413.10	Rhodopsin_N
PF00620.28	RhoGAP
PF16512.6	RhoGAP-FF1
PF00621.21	RhoGEF
PF16615.6	RhoGEF67_u1
PF16614.6	RhoGEF67_u2
PF01694.23	Rhomboid
PF12122.9	Rhomboid_N
PF12595.9	Rhomboid_SP
PF03527.15	RHS
PF05593.15	RHS_repeat
PF07999.12	RHSP
PF00073.21	Rhv
PF08428.11	Rib
PF06026.15	Rib_5-P_isom_A
PF02267.18	Rib_hydrolayse
PF05104.13	Rib_recp_KP_reg
PF05914.13	RIB43A
PF01872.18	RibD_C
PF04950.13	RIBIOP_C
PF18957.1	RibLong
PF04034.14	Ribo_biogen_C
PF06479.13	Ribonuc_2-5A
PF01042.22	Ribonuc_L-PSP
PF08584.12	Ribonuc_P_40
PF08471.11	Ribonuc_red_2_N
PF02867.16	Ribonuc_red_lgC
PF00317.22	Ribonuc_red_lgN
PF00268.22	Ribonuc_red_sm
PF11469.9	Ribonucleas_3_2
PF14622.7	Ribonucleas_3_3
PF00545.21	Ribonuclease
PF00636.27	Ribonuclease_3
PF00825.19	Ribonuclease_P
PF00445.19	Ribonuclease_T2
PF04597.15	Ribophorin_I
PF05817.15	Ribophorin_II
PF14374.7	Ribos_L4_asso_C
PF00164.26	Ribosom_S12_S23
PF16321.6	Ribosom_S30AE_C
PF00428.20	Ribosomal_60s
PF00687.22	Ribosomal_L1
PF00466.21	Ribosomal_L10
PF00298.20	Ribosomal_L11
PF03946.15	Ribosomal_L11_N
PF00542.20	Ribosomal_L12
PF16320.6	Ribosomal_L12_N
PF00572.19	Ribosomal_L13
PF01294.19	Ribosomal_L13e
PF00238.20	Ribosomal_L14
PF01929.18	Ribosomal_L14e
PF00827.18	Ribosomal_L15e
PF00252.19	Ribosomal_L16
PF01196.20	Ribosomal_L17
PF17135.5	Ribosomal_L18
PF14204.7	Ribosomal_L18_c
PF01775.18	Ribosomal_L18A
PF00861.23	Ribosomal_L18p
PF01245.21	Ribosomal_L19
PF01280.21	Ribosomal_L19e
PF00181.24	Ribosomal_L2
PF03947.19	Ribosomal_L2_C
PF00453.19	Ribosomal_L20
PF01157.19	Ribosomal_L21e
PF00829.22	Ribosomal_L21p
PF00237.20	Ribosomal_L22
PF01776.18	Ribosomal_L22e
PF00276.21	Ribosomal_L23
PF03939.14	Ribosomal_L23eN
PF17136.5	ribosomal_L24
PF01246.21	Ribosomal_L24e
PF01386.20	Ribosomal_L25p
PF16906.6	Ribosomal_L26
PF01016.20	Ribosomal_L27
PF18471.2	Ribosomal_L27_C
PF00828.20	Ribosomal_L27A
PF01777.19	Ribosomal_L27e
PF00830.20	Ribosomal_L28
PF01778.18	Ribosomal_L28e
PF00831.24	Ribosomal_L29
PF01779.18	Ribosomal_L29e
PF00297.23	Ribosomal_L3
PF00327.21	Ribosomal_L30
PF08079.13	Ribosomal_L30_N
PF01197.19	Ribosomal_L31
PF01198.20	Ribosomal_L31e
PF01655.19	Ribosomal_L32e
PF01783.24	Ribosomal_L32p
PF00471.21	Ribosomal_L33
PF00468.18	Ribosomal_L34
PF01199.19	Ribosomal_L34e
PF01247.19	Ribosomal_L35Ae
PF01632.20	Ribosomal_L35p
PF00444.19	Ribosomal_L36
PF01158.19	Ribosomal_L36e
PF08561.11	Ribosomal_L37
PF01780.20	Ribosomal_L37ae
PF01907.20	Ribosomal_L37e
PF01781.19	Ribosomal_L38e
PF00832.21	Ribosomal_L39
PF00573.23	Ribosomal_L4
PF01020.18	Ribosomal_L40e
PF05162.14	Ribosomal_L41
PF00935.20	Ribosomal_L44
PF00281.20	Ribosomal_L5
PF00673.22	Ribosomal_L5_C
PF10501.10	Ribosomal_L50
PF17144.5	Ribosomal_L5e
PF00347.24	Ribosomal_L6
PF01159.20	Ribosomal_L6e
PF03868.16	Ribosomal_L6e_N
PF01248.27	Ribosomal_L7Ae
PF03948.15	Ribosomal_L9_C
PF01281.20	Ribosomal_L9_N
PF00338.23	Ribosomal_S10
PF00411.20	Ribosomal_S11
PF17487.3	Ribosomal_S12
PF00416.23	Ribosomal_S13
PF08069.13	Ribosomal_S13_N
PF00253.22	Ribosomal_S14
PF00312.23	Ribosomal_S15
PF00886.20	Ribosomal_S16
PF00366.21	Ribosomal_S17
PF16205.6	Ribosomal_S17_N
PF00833.19	Ribosomal_S17e
PF01084.21	Ribosomal_S18
PF00203.22	Ribosomal_S19
PF01090.20	Ribosomal_S19e
PF00318.21	Ribosomal_S2
PF01649.19	Ribosomal_S20p
PF01165.21	Ribosomal_S21
PF01249.19	Ribosomal_S21e
PF08136.12	Ribosomal_S22
PF01282.20	Ribosomal_S24e
PF03297.16	Ribosomal_S25
PF01283.20	Ribosomal_S26e
PF01599.20	Ribosomal_S27
PF01667.18	Ribosomal_S27e
PF01200.19	Ribosomal_S28e
PF00189.21	Ribosomal_S3_C
PF04758.15	Ribosomal_S30
PF02482.20	Ribosomal_S30AE
PF01015.19	Ribosomal_S3Ae
PF00163.20	Ribosomal_S4
PF00900.21	Ribosomal_S4e
PF11993.9	Ribosomal_S4Pg
PF00333.21	Ribosomal_S5
PF03719.16	Ribosomal_S5_C
PF01250.18	Ribosomal_S6
PF01092.20	Ribosomal_S6e
PF00177.22	Ribosomal_S7
PF01251.19	Ribosomal_S7e
PF00410.20	Ribosomal_S8
PF01201.23	Ribosomal_S8e
PF00380.20	Ribosomal_S9
PF14693.7	Ribosomal_TL5_C
PF00834.20	Ribul_P_3_epim
PF07064.14	RIC1
PF15361.7	RIC3
PF10165.10	Ric8
PF05062.13	RICH
PF00652.23	Ricin_B_lectin
PF14200.7	RicinB_lectin_2
PF05433.16	Rick_17kDa_Anti
PF14666.7	RICTOR_M
PF14664.7	RICTOR_N
PF14665.7	RICTOR_phospho
PF14668.7	RICTOR_V
PF00355.27	Rieske
PF13806.7	Rieske_2
PF18465.2	Rieske_3
PF12231.9	Rif1_N
PF18187.2	RIF5_SNase_1
PF18189.2	RIF5_SNase_2
PF02009.17	RIFIN
PF18119.2	RIG-I_C
PF11648.9	RIG-I_C-RD
PF08454.12	RIH_assoc
PF10522.10	RII_binding_1
PF02197.18	RIIa
PF11461.9	RILP
PF08443.12	RimK
PF18030.2	Rimk_N
PF01782.19	RimM
PF06116.13	RinB
PF00848.20	Ring_hydroxyl_A
PF00866.19	Ring_hydroxyl_B
PF12906.8	RINGv
PF04437.14	RINT1_TIP1
PF01163.23	RIO1
PF09202.12	Rio2_N
PF00161.20	RIP
PF14998.7	Ripply
PF16524.6	RisS_PPD
PF17184.5	Rit1_C
PF17066.6	RITA
PF08167.13	RIX1
PF17797.2	RL
PF17777.2	RL10P_insert
PF11088.9	RL11D
PF14401.7	RLAN
PF10127.10	RlaP
PF04068.16	RLI
PF10036.10	RLL
PF18125.2	RlmM_FDX
PF13707.7	RloB
PF04957.13	RMF
PF16099.6	RMI1_C
PF08585.13	RMI1_N
PF16100.6	RMI2
PF04321.18	RmlD_sub_bind
PF07521.13	RMMBL
PF14996.7	RMP
PF02646.17	RmuC
PF08675.12	RNA_bind
PF01877.18	RNA_binding
PF03035.15	RNA_capsid
PF10258.10	RNA_GG_bind
PF00910.23	RNA_helicase
PF09511.11	RNA_lig_T4_1
PF09414.11	RNA_ligase
PF04252.14	RNA_Me_trans
PF00940.20	RNA_pol
PF11705.9	RNA_pol_3_Rpc31
PF01000.27	RNA_pol_A_bac
PF03118.16	RNA_pol_A_CTD
PF06870.13	RNA_pol_I_A49
PF04090.13	RNA_pol_I_TF
PF16857.6	RNA_pol_inhib
PF01193.25	RNA_pol_L
PF13656.7	RNA_pol_L_2
PF02150.17	RNA_POL_M_15KD
PF01194.18	RNA_pol_N
PF08292.13	RNA_pol_Rbc25
PF06883.13	RNA_pol_Rpa2_4
PF04997.13	RNA_pol_Rpb1_1
PF00623.21	RNA_pol_Rpb1_2
PF04983.19	RNA_pol_Rpb1_3
PF05000.18	RNA_pol_Rpb1_4
PF04998.18	RNA_pol_Rpb1_5
PF04992.15	RNA_pol_Rpb1_6
PF04990.13	RNA_pol_Rpb1_7
PF05001.14	RNA_pol_Rpb1_R
PF04563.16	RNA_pol_Rpb2_1
PF04561.15	RNA_pol_Rpb2_2
PF04565.17	RNA_pol_Rpb2_3
PF04566.14	RNA_pol_Rpb2_4
PF10385.10	RNA_pol_Rpb2_45
PF04567.18	RNA_pol_Rpb2_5
PF00562.29	RNA_pol_Rpb2_6
PF04560.21	RNA_pol_Rpb2_7
PF03874.17	RNA_pol_Rpb4
PF01191.20	RNA_pol_Rpb5_C
PF03871.15	RNA_pol_Rpb5_N
PF01192.23	RNA_pol_Rpb6
PF03870.16	RNA_pol_Rpb8
PF16992.6	RNA_pol_RpbG
PF05158.13	RNA_pol_Rpc34
PF05132.15	RNA_pol_Rpc4
PF05645.14	RNA_pol_Rpc82
PF12136.9	RNA_pol_Rpo13
PF08203.12	RNA_polI_A14
PF08208.12	RNA_polI_A34
PF03431.14	RNA_replicase_B
PF10443.10	RNA12
PF18497.2	RNase_3_N
PF18431.2	RNAse_A_bac
PF10150.10	RNase_E_G
PF00075.25	RNase_H
PF13482.7	RNase_H_2
PF08615.12	RNase_H2_suC
PF09468.11	RNase_H2-Ydr279
PF01351.19	RNase_HII
PF18614.2	RNase_II_C_S1
PF17770.2	RNase_J_C
PF01876.17	RNase_P_p30
PF08228.12	RNase_P_pop3
PF01900.20	RNase_P_Rpp14
PF01138.22	RNase_PH
PF03725.16	RNase_PH_C
PF00929.25	RNase_T
PF12072.9	RNase_Y_N
PF11977.9	RNase_Zc3h12a
PF14626.7	RNase_Zc3h12a_2
PF00074.21	RnaseA
PF09293.11	RNaseH_C
PF04308.13	RNaseH_like
PF13032.7	RNaseH_pPIWI_RE
PF00773.20	RNB
PF02508.15	Rnf-Nqr
PF15303.7	RNF111_N
PF15926.6	RNF220
PF13375.7	RnfC_N
PF12647.8	RNHCP
PF14760.7	Rnk_N
PF15935.6	RnlA_toxin
PF19034.1	RnlA-toxin_C
PF15933.6	RnlB_antitoxin
PF18768.2	RNPP_C
PF17975.2	RNR_Alpha
PF08591.11	RNR_inhib
PF08343.11	RNR_N
PF03259.18	Robl_LC7
PF08477.14	Roc
PF10493.10	Rod_C
PF15201.7	Rod_cone_degen
PF10135.10	Rod-binding
PF07073.13	ROF
PF10259.10	Rogdi_lz
PF00480.21	ROK
PF08067.12	ROKNT
PF18106.2	Rol_Rep_N
PF02027.18	RolB_RolC
PF10247.10	Romo1
PF12334.9	rOmpB
PF06830.12	Root_cap
PF15035.7	Rootletin
PF01815.17	Rop
PF05082.14	Rop-like
PF18386.2	ROQ_II
PF05443.12	ROS_MUCR
PF10727.10	Rossmann-like
PF10681.10	Rot1
PF00980.18	Rota_Capsid_VP6
PF01525.17	Rota_NS26
PF02509.15	Rota_NS35
PF00981.18	Rota_NS53
PF04866.13	Rota_NS6
PF01665.17	Rota_NSP3
PF01452.17	Rota_NSP4
PF05087.13	Rota_VP2
PF17477.3	Rota_VP4_MID
PF00639.22	Rotamase
PF13145.7	Rotamase_2
PF13616.7	Rotamase_3
PF12289.9	Rotavirus_VP1
PF06929.12	Rotavirus_VP3
PF05868.12	Rotavirus_VP7
PF06020.12	Roughex
PF08633.11	Rox3
PF03428.14	RP-C
PF11800.9	RP-C_C
PF12042.9	RP1-2
PF17542.3	RP853
PF17460.3	RP854
PF10134.10	RPA
PF08784.12	RPA_C
PF14768.7	RPA_interact_C
PF14767.7	RPA_interact_M
PF14766.7	RPA_interact_N
PF17875.2	RPA43_OB
PF08620.11	RPAP1_C
PF08621.11	RPAP1_N
PF04181.14	RPAP2_Rtr1
PF13877.7	RPAP3_C
PF03055.16	RPE65
PF02755.16	RPEL
PF18111.2	RPGR1_C
PF08579.12	RPM2
PF18051.2	RPN1_C
PF17781.2	RPN1_RPN2_N
PF16550.6	RPN13_C
PF18004.2	RPN2_C
PF08375.12	Rpn3_C
PF18098.2	RPN5_C
PF18503.2	RPN6_C_helix
PF18055.2	RPN6_N
PF10602.10	RPN7
PF18261.2	Rpn9_C
PF12415.9	rpo132
PF12410.9	rpo30_N
PF14700.7	RPOL_N
PF12328.9	Rpp20
PF04032.17	Rpr2
PF17067.6	RPS31
PF13446.7	RPT
PF05659.12	RPW8
PF09382.11	RQC
PF06459.13	RR_TM4-6
PF03737.16	RraA-like
PF06877.12	RraB
PF01765.20	RRF
PF12614.9	RRF_GI
PF02082.21	Rrf2
PF17068.6	RRG8
PF10378.10	RRM
PF00076.23	RRM_1
PF04059.13	RRM_2
PF08777.12	RRM_3
PF10598.10	RRM_4
PF13893.7	RRM_5
PF16367.6	RRM_7
PF11835.9	RRM_8
PF18444.2	RRM_9
PF15628.7	RRM_DME
PF16842.6	RRM_occluded
PF17799.2	RRM_Rrp7
PF05327.12	RRN3
PF10214.10	Rrn6
PF10680.10	RRN9
PF06962.13	rRNA_methylase
PF13234.7	rRNA_proc-arch
PF08524.12	rRNA_processing
PF00398.21	RrnaAD
PF15459.7	RRP14
PF07890.13	Rrp15p
PF06102.13	RRP36
PF18311.2	Rrp40_N
PF17216.4	Rrp44_CSD1
PF17215.4	Rrp44_S1
PF12923.8	RRP7
PF04939.13	RRS1
PF17075.6	RRT14
PF14239.7	RRXRR
PF08071.13	RS4NT
PF14615.7	Rsa3
PF19198.1	RsaA_NTD
PF16294.6	RSB_motif
PF08678.11	Rsbr_N
PF14361.7	RsbRD_N
PF08673.11	RsbU_N
PF08586.11	Rsc14
PF04353.14	Rsd_AlgQ
PF07547.14	RSD-2
PF16751.6	RsdA_SigD_bd
PF03873.14	RseA_C
PF03872.14	RseA_N
PF04246.13	RseC_MucC
PF14876.7	RSF
PF02410.16	RsfS
PF03193.17	RsgA_GTPase
PF16745.6	RsgA_N
PF12791.8	RsgI_N
PF10099.10	RskA
PF08600.11	Rsm1
PF09243.11	Rsm22
PF17126.6	RsmF_methylt_CI
PF04378.14	RsmJ
PF02714.16	RSN1_7TM
PF13967.7	RSN1_TM
PF17069.6	RSRP
PF11757.9	RSS_P20
PF12174.9	RST
PF03113.15	RSV_NS2
PF17917.2	RT_RNaseH
PF17919.2	RT_RNaseH_2
PF04479.14	RTA1
PF06361.12	RTBV_P12
PF06216.12	RTBV_P46
PF01137.22	RTC
PF05189.14	RTC_insert
PF14474.7	RTC4
PF01139.18	RtcB
PF06956.12	RtcR
PF09357.11	RteC
PF04641.13	Rtf2
PF02334.17	RTP
PF10363.10	RTP1_C1
PF10304.10	RTP1_C2
PF07809.12	RTP801_C
PF09510.11	Rtt102p
PF08512.13	Rtt106
PF18215.2	Rtt106_N
PF16770.6	RTT107_BRCT_5
PF16771.6	RTT107_BRCT_6
PF14726.7	RTTN_N
PF02382.16	RTX
PF08339.11	RTX_C
PF07634.12	RtxA
PF05750.12	Rubella_Capsid
PF05748.12	Rubella_E1
PF05749.12	Rubella_E2
PF12601.9	Rubi_NSP_C
PF09273.12	Rubis-subs-bind
PF18087.2	RuBisCo_chap_C
PF00016.21	RuBisCO_large
PF02788.17	RuBisCO_large_N
PF00101.21	RuBisCO_small
PF00301.21	Rubredoxin
PF18073.2	Rubredoxin_2
PF18267.2	Rubredoxin_C
PF02915.18	Rubrerythrin
PF02759.20	RUN
PF00853.20	Runt
PF08504.12	RunxI
PF05866.12	RusA
PF07499.14	RuvA_C
PF01330.22	RuvA_N
PF05491.14	RuvB_C
PF05496.13	RuvB_N
PF02075.18	RuvC
PF18516.2	RuvC_1
PF18541.2	RuvC_III
PF03652.16	RuvX
PF18993.1	Rv0078B
PF18367.2	Rv2175c_C
PF00665.27	rve
PF13333.7	rve_2
PF13683.7	rve_3
PF00077.21	RVP
PF08284.12	RVP_2
PF00078.28	RVT_1
PF07727.15	RVT_2
PF13456.7	RVT_3
PF06815.14	RVT_connect
PF13655.7	RVT_N
PF06817.15	RVT_thumb
PF05773.23	RWD
PF02042.16	RWP-RK
PF18052.2	Rx_N
PF16810.6	RXLR
PF18634.2	RXLR_WY
PF08595.12	RXT2_N
PF08642.11	Rxt3
PF01365.22	RYDR_ITPR
PF02026.17	RyR
PF06085.12	Rz1
PF01023.20	S_100
PF18153.2	S_2TMBeta
PF18159.2	S_4TM
PF05124.13	S_layer_C
PF05123.13	S_layer_N
PF00954.21	S_locus_glycop
PF14928.7	S_tail_recep_bd
PF02773.17	S-AdoMet_synt_C
PF02772.17	S-AdoMet_synt_M
PF00438.21	S-AdoMet_synt_N
PF05756.12	S-antigen
PF18316.2	S-l_SbsC_C
PF07752.12	S-layer
PF02574.17	S-methyl_trans
PF00575.24	S1
PF13509.7	S1_2
PF14444.7	S1-like
PF02265.17	S1-P1_nuclease
PF03501.16	S10_plectin
PF15427.7	S100PBPR
PF06756.12	S19
PF04689.14	S1FA
PF10937.9	S36_mt
PF01479.26	S4
PF13275.7	S4_2
PF07422.14	s48_45
PF15676.6	S6OS1
PF05116.14	S6PP
PF08472.11	S6PP_C
PF16470.6	S8_pro-domain
PF18167.2	Sa_NUDIX
PF00277.19	SAA
PF04382.14	SAB
PF18304.2	SabA_adhesion
PF12209.9	SAC3
PF03399.17	SAC3_GANP
PF04455.13	Saccharop_dh_N
PF16653.6	Sacchrp_dh_C
PF03435.19	Sacchrp_dh_NADP
PF02182.18	SAD_SRA
PF07738.14	Sad1_UNC
PF08573.11	SAE2
PF08666.13	SAF
PF18303.2	Saf_2TM
PF09460.11	Saf-Nte_pilin
PF17073.6	SafA
PF04092.14	SAG
PF12767.8	SAGA-Tad1
PF01259.19	SAICAR_synt
PF12115.9	Salp15
PF09506.11	Salt_tol_Pase
PF19227.1	Salyut
PF00536.31	SAM_1
PF07647.18	SAM_2
PF18016.2	SAM_3
PF18017.2	SAM_4
PF01887.17	SAM_adeno_trans
PF01536.17	SAM_decarbox
PF18255.2	SAM_DrpA
PF18609.2	SAM_Exu
PF13543.7	SAM_KSR1
PF01698.17	SAM_LFY
PF04445.14	SAM_MT
PF02198.17	SAM_PNT
PF09235.11	SAM_Ste50p
PF10806.9	SAM35
PF16568.6	Sam68-YY
PF05924.12	SAMP
PF01342.22	SAND
PF16282.6	SANT_DAMP1_like
PF09133.11	SANTA
PF02037.28	SAP
PF18953.1	SAP_new25
PF16014.6	SAP130_C
PF06487.13	SAP18
PF15476.7	SAP25
PF13867.7	SAP30_Sin3_bdg
PF02199.16	SapA
PF05184.16	SapB_1
PF03489.18	SapB_2
PF07277.12	SapC
PF16560.6	SAPI
PF16722.6	SAPIS-gp6
PF04499.16	SAPS
PF03058.15	Sar8_2
PF11409.9	SARA
PF06682.13	SARAF
PF04790.14	Sarcoglycan_1
PF05510.14	Sarcoglycan_2
PF05366.12	Sarcolipin
PF15385.7	SARG
PF12383.9	SARS_3b
PF03343.14	SART-1
PF16531.6	SAS-6_N
PF09368.11	Sas10
PF04000.16	Sas10_Utp3
PF15460.7	SAS4
PF18594.2	Sas6_CC
PF03629.19	SASA
PF17041.6	SasG_E
PF00269.21	SASP
PF04259.15	SASP_gamma
PF15160.7	SASRP1
PF16073.6	SAT
PF06426.15	SATase_N
PF16264.6	SatD
PF17485.3	SatRNA_48
PF06106.12	SAUGI
PF18145.2	SAVED
PF11561.9	Saw1
PF16719.6	SAWADEE
PF10340.10	Say1_Mug180
PF10260.10	SAYSvFN
PF06739.12	SBBP
PF13558.7	SbcCD_C
PF12320.9	SbcD_C
PF17882.2	SBD
PF07005.12	SBD_N
PF01172.19	SBDS
PF09377.11	SBDS_C
PF17076.6	SBE2
PF01758.17	SBF
PF13593.7	SBF_like
PF12335.9	SBF2
PF11621.9	Sbi-IV
PF05992.13	SbmA_BacA
PF03110.15	SBP
PF01547.26	SBP_bac_1
PF07596.12	SBP_bac_10
PF13531.7	SBP_bac_11
PF00497.21	SBP_bac_3
PF00496.23	SBP_bac_5
PF13343.7	SBP_bac_6
PF13416.7	SBP_bac_8
PF05694.12	SBP56
PF18058.2	SbsC_C
PF05982.13	Sbt_1
PF08313.13	SCA7
PF16712.6	SCAB_CC
PF16711.6	SCAB-ABD
PF16709.6	SCAB-Ig
PF17684.2	SCAB-PH
PF17200.5	sCache_2
PF17203.5	sCache_3_2
PF17202.5	sCache_3_3
PF09984.10	sCache_4
PF16736.6	sCache_like
PF11418.9	Scaffolding_pro
PF12070.9	SCAI
PF04144.14	SCAMP
PF02023.18	SCAN
PF16501.6	SCAPER_N
PF04405.15	ScdA_N
PF02404.16	SCF
PF02667.15	SCFA_trans
PF09856.10	ScfRs
PF04486.13	SchA_CurD
PF10148.10	SCHIP-1
PF13165.7	SCIFF
PF15050.7	SCIMP
PF05463.12	Sclerostin
PF10384.10	Scm3
PF15805.6	SCNM1_acidic
PF02630.15	SCO1-SenC
PF17844.2	SCP_3
PF05483.13	SCP-1
PF14428.7	SCP1201-deam
PF02036.18	SCP2
PF13530.7	SCP2_2
PF05229.16	SCPU
PF03803.16	Scramblase
PF15224.7	SCRG1
PF06876.13	SCRL
PF10261.10	Scs3p
PF18312.2	ScsC_N
PF17619.3	SCVP
PF02982.15	Scytalone_dh
PF08970.11	Sda
PF05285.13	SDA1
PF13019.7	Sde2_N_Ubi
PF00375.19	SDF
PF03313.16	SDH_alpha
PF03315.16	SDH_beta
